"catalog_schema_version","record_id","stage_order","stage","experiment_id","experiment_title","scientific_role","status","environment","method","comparison","initialization","sample_size","unit_of_analysis","configuration_json","metric","estimate","ci95_low","ci95_high","uncertainty_method","result_scope","source_tex","source_artifact","interpretation","limitations"
"1","R000014","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","logdet_identity_error","5.68e-14","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000015","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","directional_finite_difference_error","2.80e-9","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000016","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","all_required_checks_passed","1","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000017","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","minimum_probability","9.352e-8","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000018","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","logdet_identity_error","1.42e-14","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000019","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","directional_finite_difference_error","7.38e-11","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000020","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","all_required_checks_passed","1","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant."
"1","R000021","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.11965276299240218","0.10481071671951321","0.13449480926529117","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000022","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_reward","0.2378114072907444","0.09269639922621847","0.38292641535527033","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000023","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_pseudo_regret","0.7621885927092555","0.6170735846447297","0.9073036007737814","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000024","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","cumulative_pseudo_regret","159.46860528821975","121.76435039033409","197.17286018610542","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000025","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","minimum_probability","0.08229205791606986","0.07942304280438336","0.08516107302775636","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000026","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","normalized_log_fisher_volume","-0.008923232048093421","-0.009889257688486695","-0.007957206407700148","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000027","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","entropy","2.2936190952280455","2.292761190814085","2.294476999642006","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000028","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.5"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","numerically_collapsed","0.0","0.0","0.0","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000029","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.11268706463514094","0.09696378969197274","0.12841033957830916","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000030","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_reward","0.2378553405210891","0.10130879715400928","0.37440188388816886","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000031","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_pseudo_regret","0.762144659478911","0.6255981161118311","0.8986912028459908","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000032","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","cumulative_pseudo_regret","159.94925968056134","133.89849597362925","186.00002338749343","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000033","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","minimum_probability","0.07823256411047771","0.07509182164879641","0.08137330657215902","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000034","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","normalized_log_fisher_volume","-0.0089384070013252","-0.0125038250907481","-0.005372988911902299","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000035","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","entropy","2.2937364356604344","2.290141148161495","2.297331723159374","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000036","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","entropy_sgb","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.75"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","numerically_collapsed","0.0","0.0","0.0","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000037","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","optimal_arm_probability","0.28635014095906586","0.17779746780153582","0.3949028141165959","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000038","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_reward","0.6840273250142346","0.5538249478809781","0.814229702147491","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000039","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","expected_pseudo_regret","0.31597267498576537","0.18577029785250893","0.4461750521190218","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000040","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","cumulative_pseudo_regret","103.70409176231514","73.86937598324214","133.53880754138817","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000041","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","minimum_probability","0.0028531271251349814","0.0006605912981660724","0.00504566295210389","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
"1","R000042","2","categorical_bandit_training","step2_smoke","Categorical Gaussian bandit training: smoke preset","software smoke test","complete_non_scientific","stationary Gaussian K-armed bandit","npg","","","4","independent run/seed","{""configuration"":""K0010_alpha0p01"",""incorrect_modal_action_rate"":""0.25"",""failed_fraction"":""0.0"",""finite_runs"":""4"",""optimal_probability_below_0p5_fraction"":""1.0""}","normalized_log_fisher_volume","-0.7224868803704156","-1.0055493463011158","-0.43942441443971547","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/smoke/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward."
