"catalog_schema_version","record_id","stage_order","stage","experiment_id","experiment_title","scientific_role","status","environment","method","comparison","initialization","sample_size","unit_of_analysis","configuration_json","metric","estimate","ci95_low","ci95_high","uncertainty_method","result_scope","source_tex","source_artifact","interpretation","limitations","selection_reason"
"1","R000013","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","minimum_probability","0.0006007","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000014","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","logdet_identity_error","5.68e-14","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000015","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","directional_finite_difference_error","2.80e-9","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000016","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k100_random_seed23"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""100""}","all_required_checks_passed","1","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000017","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","minimum_probability","9.352e-8","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000018","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","logdet_identity_error","1.42e-14","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000019","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","directional_finite_difference_error","7.38e-11","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000020","1","categorical_identity","step1_exact_identity","Exact categorical Fisher and reduced log-determinant identity","deterministic algebraic verification","complete","categorical softmax, no rewards","exact_action_enumeration","","","","","{""case"":""k10_near_boundary"",""dtype"":""float64"",""seed"":""23 where applicable"",""action_count"":""10""}","all_required_checks_passed","1","","","none","aggregate","exploration/categorical_bandit_identity.tex","exploration/categorical_bandit_exploration.tex","The reduced categorical Fisher identity, null direction, Bartlett identity, and barrier derivatives passed the declared checks.","This is an exact categorical identity at a fixed input, not a global neural Fisher determinant.","Exact identity evidence"
"1","R000301","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.27"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.27""}","optimal_arm_probability","0.729668244327437","0.6412997065429689","0.8180367821119052","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000304","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.27"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.27""}","cumulative_pseudo_regret","967.9370293979042","726.1489200002594","1209.725138795549","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000305","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.27"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.27""}","minimum_probability","2.631501344665438e-05","1.5961394969583493e-05","3.666863192372527e-05","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000306","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","sgb","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.27"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.27""}","normalized_log_fisher_volume","-6.584695565931198","-6.697419057845264","-6.471972074017132","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000309","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.06"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.06""}","optimal_arm_probability","0.7671443516919229","0.7323929129617044","0.8018957904221413","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000312","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.06"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.06""}","cumulative_pseudo_regret","2544.1119117582093","2503.265252536655","2584.9585709797634","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000313","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.06"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.06""}","minimum_probability","0.004932436804075463","0.004540372322009077","0.005324501286141848","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000314","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.06"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.06""}","normalized_log_fisher_volume","-1.6542058550150422","-1.7261629779988743","-1.5822487320312102","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000317","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_1000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.05"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.05""}","optimal_arm_probability","0.9293969622598165","0.8886394389297896","0.9701544855898434","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000320","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_1000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.05"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.05""}","cumulative_pseudo_regret","790.4933367509283","647.3976028866251","933.5890706152314","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000321","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_1000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.05"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.05""}","minimum_probability","0.0005574340786025588","0.0005082748539998038","0.0006065933032053138","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000322","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_1000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.05"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.05""}","normalized_log_fisher_volume","-3.631302474424123","-3.711095940757032","-3.5515090080912137","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000325","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_10000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.22"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.22""}","optimal_arm_probability","0.7760655568656004","0.6939151532904146","0.8582159604407862","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000328","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_10000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.22"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.22""}","cumulative_pseudo_regret","936.0602679260576","694.7800771733906","1177.3404586787244","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000329","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_10000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.22"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.22""}","minimum_probability","5.8304447169245835e-05","5.088458190353114e-05","6.572431243496052e-05","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000330","2","categorical_bandit_training","step2_eta","Categorical Gaussian bandit training: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_10000","","","100","independent run/seed","{""configuration"":""K0010_alpha0p1"",""incorrect_modal_action_rate"":""0.22"",""failed_fraction"":""0.0"",""finite_runs"":""100"",""optimal_probability_below_0p5_fraction"":""0.22""}","normalized_log_fisher_volume","-5.641350882379337","-5.744805035140658","-5.537896729618016","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/summary.csv","Performance and categorical geometry are reported together; the paper grid reproduces support preservation and the barrier-strength trade-off.","A higher determinant or probability floor does not by itself prove better conditioning or better reward.","Barrier-strength trade-off endpoint"
"1","R000333","2","categorical_bandit_training","step2_eta_paired","Paired LB-SGB differences: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","optimal_arm_probability","0.03747610736448574","-0.058573179029415626","0.13352539375838712","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Paired barrier-strength comparison"
"1","R000336","2","categorical_bandit_training","step2_eta_paired","Paired LB-SGB differences: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","cumulative_pseudo_regret","1576.1748823603048","1331.5485086954486","1820.801256025161","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Paired barrier-strength comparison"
"1","R000337","2","categorical_bandit_training","step2_eta_paired","Paired LB-SGB differences: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","minimum_probability","0.0049061217906288075","0.004513897504320874","0.005298346076936741","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Paired barrier-strength comparison"
"1","R000338","2","categorical_bandit_training","step2_eta_paired","Paired LB-SGB differences: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_100","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","normalized_log_fisher_volume","4.930489710916156","4.804818987397694","5.056160434434617","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Paired barrier-strength comparison"
"1","R000341","2","categorical_bandit_training","step2_eta_paired","Paired LB-SGB differences: eta preset","barrier-strength ablation","complete","stationary Gaussian K-armed bandit","lb_sgb_eta_1000","sgb","","100","independent run/seed","{""configuration"":""K0010_alpha0p1""}","optimal_arm_probability","0.1997287179323794","0.09810954907267336","0.30134788679208546","two-sided 95% Student-t interval across independent runs/seeds","aggregate","exploration/categorical_bandit_exploration.tex","exploration/results/categorical_bandit/eta/paired_final_differences.csv","Positive values mean LB-SGB exceeds the named baseline for the recorded metric; metric direction still matters.","Paired intervals quantify seed-level uncertainty and do not prove the proposed geometric mechanism is causal.","Paired barrier-strength comparison"
