method,initialization,damping,target_kl,update,beta,barrier_active,return,q,pi1_good,v1,delta_safe,realized_kl,pi0_a0,pi0_a1,pi0_a2,pi1_a0,pi1_a1,pi1_a2,fisher_eigenvalue_0,fisher_eigenvalue_1,fisher_eigenvalue_2,fisher_eigenvalue_3,mu0,mu1,lambda_min_f_pool,logdet_f_pool,reward_gradient_0,reward_gradient_1,reward_gradient_2,reward_gradient_3,barrier_gradient_0,barrier_gradient_1,barrier_gradient_2,barrier_gradient_3,natural_reward_direction_0,natural_reward_direction_1,natural_reward_direction_2,natural_reward_direction_3,natural_direction_0,natural_direction_1,natural_direction_2,natural_direction_3,reward_gradient_norm,barrier_gradient_norm,total_gradient_norm,euclidean_barrier_to_reward_ratio,natural_barrier_to_reward_ratio,euclidean_cosine,euclidean_cosine_defined,natural_cosine,natural_cosine_defined,valid,invalid_reason,predicted_kl,scale_factor,gradient_norm,natural_direction_norm,quadratic_form,solve_residual,fisher_condition_number,damped_condition_number
exact_pg_reward_only,uniform,0.01,,100,0.0,False,0.3546023645366399,0.33842731607825005,0.4304610762280437,0.48399303944782174,-0.016006960552178262,1.1133573921458877e-06,0.381611798391518,0.33842731607825005,0.279960885530232,0.4304610762280437,0.2676598160988903,0.3018791076730661,0.025989077682907057,0.0752001976054133,0.08556585396271389,0.2683959738159306,0.7471455401329659,0.2528544598670341,0.025989077682907057,-10.011441191044801,0.05564641083109052,0.04364870486360193,0.0750918261809632,-0.025696442048591877,-0.1073834290923159,-0.011128642436777227,-0.07284637821866838,0.04928407033319176,0.5929128764826368,0.5685657608570102,1.083733953489976,0.09842903069330212,0.5929128764826368,0.5685657608570102,1.083733953489976,0.09842903069330212,0.10630532426835905,0.13924999796874094,0.10630532426835905,0.0,0.0,-0.8915646582642333,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,110,0.0,False,0.3602759174651635,0.3398476700292972,0.44123501705617435,0.49339464185110427,-0.006605358148895735,1.1103112376872258e-06,0.38519379605425236,0.3398476700292972,0.27495853391645037,0.44123501705617435,0.26079812397464963,0.2979668589691762,0.025743361183335683,0.07428442206901253,0.0856909366864446,0.26991199447618963,0.746353501497774,0.2536464985022261,0.025743361183335683,-10.026100049829692,0.05399180705083253,0.04509134929281773,0.07588768730273114,-0.025976725939660304,-0.11536101621707127,-0.014245933194627327,-0.08125400049374487,0.054653605723763134,0.5922266186285963,0.5798558789238474,1.086019565929114,0.09695021267147116,0.5922266186285963,0.5798558789238474,1.086019565929114,0.09695021267147116,0.10668681448221493,0.1519879596878227,0.10668681448221493,0.0,0.0,-0.8915645268687292,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,120,0.0,False,0.3659918589489267,0.3415105997451168,0.45216800433812726,0.5029509976473534,0.002950997647353404,1.1094196943693218e-06,0.3884575241999485,0.3415105997451168,0.2700318760549346,0.45216800433812726,0.25391496654613055,0.29391702911574213,0.02548921821180506,0.07335461171027727,0.0857978728832306,0.27136080551199776,0.7454283254936614,0.2545716745063385,0.02548921821180506,-10.042016657476694,0.052237385291477104,0.04661595274227301,0.07667594068058596,-0.02624423103765644,-0.12259332520764919,-0.017891415803990774,-0.08988071618193848,0.0601034310458302,0.5915662731401565,0.5914351380247427,1.0884403082749536,0.09546428109700204,0.5915662731401565,0.5914351380247427,1.0884403082749536,0.09546428109700204,0.10709692345800922,0.16443902125042817,0.10709692345800922,0.0,0.0,-0.8918922435504602,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,130,0.0,False,0.37175401777741823,0.34343771638901727,0.4632492530438929,0.5126530367156508,0.012653036715650767,1.1114509768258303e-06,0.39137925909580024,0.34343771638901727,0.2651830245151826,0.4632492530438929,0.24701891835878917,0.28973182859731783,0.025227602068346053,0.07241144833990365,0.08588673254399129,0.27274023255995505,0.7443590333967008,0.25564096660329916,0.025227602068346053,-10.059168809700827,0.050383633077985344,0.04822449291630634,0.07745770366393563,-0.02649927826953332,-0.12902417411875006,-0.02210894598097772,-0.09873683041552841,0.06563815703478522,0.5909380746672613,0.6033076823438099,1.091016923008568,0.09397435446979273,0.5909380746672613,0.6033076823438099,1.091016923008568,0.09397435446979273,0.10754543135283881,0.17661645545883675,0.10754543135283881,0.0,0.0,-0.8925939700258041,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,140,0.0,False,0.37756735392082363,0.34565138732264933,0.4744673774351236,0.5224910995962593,0.02249109959625928,1.1172349880421403e-06,0.39393516096328013,0.34565138732264933,0.2604134517140705,0.4744673774351236,0.2401186108056783,0.285414011759198,0.02495943560261568,0.07145541910932882,0.08595758207073255,0.27404770306983,0.7431345216309194,0.25686547836908064,0.02495943560261568,-10.077539305612005,0.048431171641394266,0.049918865819201755,0.07823419738650038,-0.026742251029866437,-0.13459783433941636,-0.02694289602758784,-0.10783393988456676,0.07126322344426907,0.5903481932274113,0.6154779202871223,1.0937706969695429,0.09248348201768103,0.5903481932274113,0.6154779202871223,1.0937706969695429,0.09248348201768103,0.10804262669006134,0.18854469566103035,0.10804262669006134,0.0,0.0,-0.8937141904044507,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,150,0.0,False,0.3834380318857643,0.34817474454858327,0.4858104379948804,0.5324549765704134,0.03245497657041341,1.1276602477549545e-06,0.39610131286947753,0.34817474454858327,0.25572394258193926,0.4858104379948804,0.2332226928776649,0.2809668691274547,0.0246855982618561,0.07048680175597069,0.08601045780148142,0.2752800630399952,0.7417436085667333,0.25825639143326673,0.0246855982618561,-10.097117743812538,0.04638074670220758,0.051700854619514146,0.07900671817786878,-0.026973582049737394,-0.13925934494809628,-0.03243797056181691,-0.11718495727142275,0.0769848929260855,0.5898026691513212,0.6279505488325039,1.0967233984793467,0.09099459290406364,0.5898026691513212,0.6279505488325039,1.0967233984793467,0.09099459290406364,0.1085992066217501,0.20026076759836958,0.1085992066217501,0.0,0.0,-0.8952932107982613,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,160,0.0,False,0.3893734881096981,0.3510316866241992,0.49726598851730386,0.5425339474178423,0.04253394741784233,1.1436696397509189e-06,0.3978537629934565,0.3510316866241992,0.2511145503823443,0.49726598851730386,0.22633979450269254,0.27639421698000355,0.024406913572227806,0.06950565204469868,0.08604533573421293,0.2764333755166708,0.7401750898224184,0.25982491017758164,0.024406913572227806,-10.117902454549707,0.04423322852524647,0.053572086231498006,0.07977660326994947,-0.027193738252132234,-0.1429548546077507,-0.03863898913055056,-0.1268041125042295,0.08281022951086198,0.5893073367557876,0.6407305629507354,1.099897202784241,0.08951043974913428,0.5893073367557876,0.6407305629507354,1.099897202784241,0.08951043974913428,0.10922615418652315,0.21181567221662534,0.10922615418652315,0.0,0.0,-0.8973641273155349,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,170,0.0,False,0.3953824907383197,0.35424686922608817,0.5088211219894238,0.5527168206154541,0.05271682061545413,1.1662545102258382e-06,0.3991685749333954,0.35424686922608817,0.24658455584051625,0.5088211219894238,0.21947849313015189,0.27170038488042436,0.02412413715455279,0.06851179385772321,0.08606209754750731,0.27750270263982113,0.7384178045554355,0.26158219544456446,0.02412413715455279,-10.13990255882604,0.04198962388128936,0.05553397291076213,0.08054519029830147,-0.027403203587151998,-0.14563200043964075,-0.04559062593984222,-0.13670692587143646,0.08874705939338386,0.5888677340174974,0.6538232448296102,1.103314601488217,0.08803353596048885,0.5888677340174974,0.6538232448296102,1.103314601488217,0.08803353596048885,0.10993458922456528,0.2232756342681157,0.10993458922456528,0.0,0.0,-0.8999493590549759,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,180,0.0,False,0.4014751895731268,0.3578456782594462,0.5204625139099947,0.5629919707361096,0.06299197073610963,1.1964464910383349e-06,0.4000218919008828,0.3578456782594462,0.24213242983967093,0.5204625139099947,0.21264728413057488,0.2668902019594305,0.02383794536459649,0.06750481246646188,0.08606049310766008,0.27848187382149153,0.736460715684458,0.263539284315542,0.02383794536459649,-10.163140141245805,0.03965110267960803,0.05758763591799616,0.08131377003815166,-0.02760245983518989,-0.14724033521312205,-0.05333709511903466,-0.14691014716914982,0.09480391131701799,0.5884889950382098,0.6672341266846753,1.1069982905618765,0.08656608633358423,0.5884889950382098,0.6672341266846753,1.1069982905618765,0.08656608633358423,0.11073558931573527,0.23472310276510014,0.11073558931573527,0.0,0.0,-0.9030569532109073,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,190,0.0,False,0.40766315323450586,0.3618541779660798,0.5321764617502975,0.5733473728453347,0.07334737284533466,1.2353062069231369e-06,0.4003900218890917,0.3618541779660798,0.2377558001448286,0.5321764617502975,0.20585455547518575,0.2619689827745169,0.02354892464628247,0.06648405162286725,0.08604009977539093,0.2793632437305476,0.734293007415444,0.26570699258455605,0.02354892464628247,-10.187652517493495,0.0372190421157929,0.05973380811694858,0.08208353176949204,-0.02779196536590942,-0.1477318158693722,-0.061921768190493005,-0.157431654075064,0.10098993339132956,0.5881757216110928,0.6809689198940841,1.1109710303391274,0.0851099103799741,0.5881757216110928,0.6809689198940841,1.1109710303391274,0.0851099103799741,0.11163997695638742,0.24625735957955658,0.11163997695638742,0.0,0.0,-0.9066770021819642,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,200,0.0,False,0.4139593896393189,0.36629902490552363,0.5439489193743656,0.5837706327812284,0.08377063278122843,1.2839078309928305e-06,0.4002495521661488,0.36629902490552363,0.23345142292832752,0.5439489193743656,0.19910856703431393,0.25694251359132025,0.023257561696489445,0.06544861523395759,0.08600027899205714,0.2801374452174741,0.731904203817424,0.26809579618257606,0.023257561696489445,-10.21349456915206,0.03469509118123822,0.061972712287641056,0.08285550065222895,-0.027972131851343045,-0.1470613676722982,-0.07138670889475732,-0.16829030189854288,0.10731478269410505,0.5879318297557157,0.6950334020738894,1.115255469684294,0.08366635789052107,0.5879318297557157,0.6950334020738894,1.115255469684294,0.08366635789052107,0.11265806925827196,0.25799456654405994,0.11265806925827196,0.0,0.0,-0.9107786478908582,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,210,0.0,False,0.4203783447306212,0.37120733700999525,0.5557655254071628,0.5942490123447304,0.09424901234473038,1.3433182274253288e-06,0.3995775026746281,0.37120733700999525,0.22921516031537656,0.5557655254071628,0.19241743468783765,0.25181703990499943,0.022964234564945292,0.06439737452853447,0.08594013084879737,0.28079314423210755,0.7292843124516556,0.2707156875483444,0.022964234564945292,-10.240741107491418,0.03208125825877342,0.06430391202047918,0.08363046653419874,-0.0281432989603458,-0.14518753890503788,-0.08177210943140574,-0.1795057158183805,0.11378848354937764,0.5877603667392417,0.7094332525639535,1.1198739252873717,0.08223621636685714,0.5877603667392417,0.7094332525639535,1.1198739252873717,0.08223621636685714,0.11379938682481018,0.27006706636333844,0.11379938682481018,0.0,0.0,-0.9153082514535746,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,220,0.0,False,0.4269358730270131,0.37660650522794537,0.5676116247761201,0.6047694486308541,0.10476944863085413,1.4145692623381648e-06,0.3983515290190314,0.37660650522794537,0.22504196575302318,0.5676116247761201,0.18578911927366978,0.24659925595021018,0.022669204854398363,0.06332898178149249,0.08585844763628331,0.28131680624390243,0.7264239971279338,0.2735760028720662,0.022669204854398363,-10.269489213317707,0.02938002421811181,0.06672613240403918,0.08440890374226512,-0.028305707118366174,-0.1420732606914304,-0.09311561180451565,-0.19109801580268432,0.12042125000510515,0.5876632939224098,0.7241738257109367,1.1248481059208781,0.0808196101884947,0.5876632939224098,0.7241738257109367,1.1248481059208781,0.0808196101884947,0.11507231923925018,0.28262175723347877,0.11507231923925018,0.0,0.0,-0.9201893291102806,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,230,0.0,False,0.4336491720131036,0.3825239337106297,0.5794722829626932,0.6153185670047767,0.11531856700477672,1.498621729518382e-06,0.3965501865544974,0.3825239337106297,0.22092587973487296,0.5794722829626932,0.1792314202104178,0.24129629682688897,0.02237261124610347,0.06224189181481788,0.08575366775057691,0.2816924867178221,0.7233147836479378,0.2766852163520622,0.02237261124610347,-10.299860481485853,0.02659448283765974,0.06923704845019689,0.08519088165760239,-0.028459468512072907,-0.13768672482709185,-0.10545149868351897,-0.20308746377745093,0.12722326785407587,0.5876412308709172,0.7392598504526323,1.1301987706142569,0.07941589176338368,0.5876412308709172,0.7392598504526323,1.1301987706142569,0.07941589176338368,0.11648374590940477,0.29581739400386664,0.11648374590940477,0.0,0.0,-0.9253247481554834,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,240,0.0,False,0.44053667074378317,0.3889866932738028,0.5913322928956564,0.6258826875788941,0.1258826875788941,1.5963193750761118e-06,0.39415326745029705,0.3889866932738028,0.21686003927590003,0.5913322928956564,0.1727519734161889,0.23591573368815477,0.022074464653772857,0.06113439262345561,0.08562383180092246,0.2819016618222745,0.7199493017769867,0.2800506982230132,0.022074464653772857,-10.332003075967386,0.023728509405372293,0.0718330404658224,0.08597596629597465,-0.028604536665108798,-0.13200238898614025,-0.1188097404780321,-0.21549402250473246,0.13420443167790053,0.5876931567037154,0.7546950442350907,1.1359453092817413,0.07802352548047954,0.5876931567037154,0.7546950442350907,1.1359453092817413,0.07802352548047954,0.1180386130023453,0.30982073582599995,0.1180386130023453,0.0,0.0,-0.9306014082212839,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,250,0.0,False,0.4476178614139804,0.3960210722889735,0.6031761749061213,0.6364478254873254,0.13644782548732537,1.7083317187979185e-06,0.39114222221700873,0.3960210722889735,0.21283670549401779,0.6031761749061213,0.1663582529060206,0.23046557218785813,0.021774645403472855,0.060004646547041865,0.08546654332916208,0.2819231196474544,0.716321565519322,0.2836784344806781,0.021774645403472855,-10.366093474542735,0.020786956860890535,0.07450891755631621,0.0867631137532182,-0.028740675121736916,-0.12500211279892864,-0.13321488974330997,-0.22833681635330405,0.14137403300963935,0.5878160657994272,0.7704816295229616,1.14210523466634,0.07663996609215958,0.5878160657994272,0.7704816295229616,1.14210523466634,0.07663996609215958,0.11973947004040714,0.3248015609034098,0.11973947004040714,0.0,0.0,-0.9358972165497886,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,260,0.0,False,0.45491306125970554,0.40365200964290227,0.614988170753299,0.6469996857904919,0.14699968579049194,1.8350849118803044e-06,0.38750067570409436,0.40365200964290227,0.2088473146530034,0.614988170753299,0.1600575751859643,0.22495425406073657,0.02147290294236938,0.058850743382259554,0.08527893719531915,0.2817329365490184,0.7124272919000816,0.2875727080999185,0.02147290294236938,-10.402337751984955,0.01777587669538371,0.07725761331963864,0.08755055728717795,-0.0288674260605419,-0.11667641952782161,-0.14868482120958734,-0.24163348607252125,0.14874039700075958,0.5880045769816244,0.7866197424844235,1.1486935759126038,0.0752615342488405,0.5880045769816244,0.7866197424844235,1.1486935759126038,0.0752615342488405,0.12158597360219053,0.3409266933278503,0.12158597360219053,0.0,0.0,-0.9410896760922287,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,270,0.0,False,0.46244309130900507,0.41190239648361154,0.6267522334225084,0.6575236544776363,0.15752365447763628,1.9766808087822484e-06,0.38321504457000904,0.41190239648361154,0.20488255894637936,0.6267522334225084,0.15385710527563917,0.21939066130185247,0.02116885868633661,0.05767076665124353,0.0850576593765596,0.28130456736040854,0.7082642557237188,0.29173574427628124,0.02116885868633661,-10.440972218669124,0.01470275889790558,0.08006986172994413,0.08833569103468247,-0.028984080027383872,-0.10702586591916448,-0.1652293262920232,-0.2553994332496703,0.15631046715882468,0.5882504984143453,0.8031067263345099,1.1557221671154023,0.07388329332491105,0.5882504984143453,0.8031067263345099,1.1557221671154023,0.07388329332491105,0.12357437065294317,0.3583533157239174,0.12357437065294317,0.0,0.0,-0.9460649744152103,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,280,0.0,False,0.47022885860615493,0.42079223777990316,0.6384520151864213,0.6680047877646238,0.1680047877646238,2.1328059299102923e-06,0.37827525822997915,0.42079223777990316,0.20093250399011767,0.6384520151864213,0.147763862891013,0.21378412192256582,0.02086201271033685,0.05646287384602727,0.08479886260524153,0.2806090814410024,0.7038326740597743,0.29616732594022566,0.02086201271033685,-10.482263200775748,0.011576781449111059,0.08293386632272995,0.08911495492950297,-0.029089648423473374,-0.09606248698891418,-0.18284858540390533,-0.26964695579880943,0.1640893410070256,0.5885423549259435,0.8199363068751274,1.1631988293329167,0.07249893342717674,0.5885423549259435,0.8199363068751274,1.1631988293329167,0.07249893342717674,0.125696980430898,0.37722194951300164,0.125696980430898,0.0,0.0,-0.9507262390441382,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,290,0.0,False,0.47829083011080964,0.43033767194151,0.6500708572856112,0.6784278026896285,0.17842780268962855,2.302634062153417e-06,0.3726755778419217,0.43033767194151,0.19698675021656822,0.6500708572856112,0.14178472702008688,0.208144415694302,0.02055175504480456,0.05522539079146685,0.08449822283755566,0.2796155778600025,0.699135609455508,0.30086439054449204,0.02055175504480456,-10.526505723112765,0.008409055236983055,0.08583498204860739,0.08988372727766553,-0.02918284089415534,-0.08381126309076338,-0.20153155999339536,-0.2843842840001786,0.17207976407499112,0.5888648905613734,0.8370976555755493,1.1711264523244689,0.07110067053420878,0.5888648905613734,0.8370976555755493,1.1711264523244689,0.07110067053420878,0.12794170150987802,0.39764954882992076,0.12794170150987802,0.0,0.0,-0.954999714777955,True,nan,False,,,,,,,,,,
exact_pg_reward_only,uniform,0.01,,300,0.0,False,0.48664839012789257,0.4405498575045606,0.6615917854818375,0.688777072851878,0.18877707285187795,2.4847289376999473e-06,0.36641549766117876,0.4405498575045606,0.1930346448342606,0.6615917854818375,0.13592643685020223,0.20248177766796027,0.02023738233806664,0.05395691925169554,0.08415098185719508,0.2782918111888239,0.6941793751812816,0.3058206248187185,0.02023738233806664,-10.574020842266712,0.005212844996849335,0.08875543630143866,0.0906362335766235,-0.029262050298611092,-0.07031153431203113,-0.22125436865943615,-0.29961453752557304,0.18028159552619144,0.5891985669349058,0.8545743566183939,1.1795019931017265,0.06967917097863632,0.5891985669349058,0.8545743566183939,1.1795019931017265,0.06967917097863632,0.1302915793543643,0.41972316148901045,0.1302915793543643,0.0,0.0,-0.9588380220819807,True,nan,False,,,,,,,,,,
