run_label,method,seed,update,environment_steps,reward_gradient_norm,barrier_gradient_norm,regularizer_gradient_norm,reward_regularizer_cosine,cosine_defined,beta
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,8,32000,179.06710815429688,0.322550505399704,177.16500854492188,-0.6866421103477478,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,9,36000,303.26678466796875,0.3149159848690033,172.92164611816406,-0.5395758152008057,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,10,40000,272.4028625488281,0.3073602020740509,168.44522094726562,-0.8216975927352905,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,11,44000,210.55572509765625,0.31511181592941284,172.99395751953125,-0.8251155614852905,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,12,48000,318.19549560546875,0.31272685527801514,171.85433959960938,-0.03509814664721489,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,13,52000,351.6783447265625,0.3077644407749176,168.3193817138672,0.6786899566650391,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,14,56000,115.1927261352539,0.31236159801483154,171.71658325195312,-0.0912477895617485,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,15,60000,287.6920471191406,0.31061869859695435,171.06678771972656,-0.45359599590301514,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,16,64000,224.92027282714844,0.30798953771591187,169.44349670410156,-0.3296796679496765,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,17,68000,287.990478515625,0.30307766795158386,166.58348083496094,0.7181667685508728,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,18,72000,331.03155517578125,0.3066788911819458,168.40155029296875,0.7124719023704529,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,19,76000,297.4135437011719,0.30181828141212463,165.90440368652344,0.3613184690475464,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,20,80000,95.37764739990234,0.30640581250190735,169.13723754882812,0.4914020895957947,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,21,84000,285.9443664550781,0.2995343804359436,164.68894958496094,-0.19591405987739563,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,22,88000,474.11328125,0.29837849736213684,163.23985290527344,0.5601605176925659,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,23,92000,178.24525451660156,0.29484105110168457,162.2628631591797,-0.5358798503875732,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,24,96000,219.67483520507812,0.2984580397605896,164.560791015625,0.6243109703063965,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,25,100000,578.0382080078125,0.2942185699939728,162.14205932617188,0.0733850970864296,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,26,103976,366.11297607421875,0.29190686345100403,161.23658752441406,0.28644001483917236,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,27,107976,304.41363525390625,0.2998330295085907,164.953857421875,0.4956721365451813,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,28,111976,220.4127197265625,0.28864070773124695,158.92129516601562,-0.44309496879577637,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,29,115976,251.73570251464844,0.28990018367767334,159.7183837890625,-0.16592203080654144,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,302,30,119976,89.03853607177734,0.3024907410144806,168.16610717773438,-0.6115379333496094,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,0,0,228.2089080810547,0.08137831091880798,44.604759216308594,-0.004467307589948177,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,1,4000,260.3619689941406,0.0862000361084938,47.18752670288086,-0.5678129196166992,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,2,8000,225.78253173828125,0.08042016625404358,44.07268142700195,0.1977168768644333,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,3,12000,368.22698974609375,0.08063454180955887,44.15999984741211,-0.8785690665245056,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,4,15747,437.8948974609375,0.08121787011623383,44.459720611572266,-0.8624607920646667,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,5,19747,287.49676513671875,0.08476365357637405,46.34309005737305,-0.568450391292572,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,6,23747,227.5391387939453,0.08310566842556,45.49052810668945,0.31678783893585205,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,7,27747,297.084716796875,0.08507764339447021,46.62639617919922,-0.510211169719696,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,8,31744,199.4067840576172,0.08144640177488327,44.63316345214844,0.28972262144088745,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,9,35744,168.18704223632812,0.08239854127168655,45.113006591796875,-0.5693046450614929,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,10,39695,449.9162292480469,0.08235404640436172,45.07588577270508,0.38247811794281006,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,11,43695,243.3970489501953,0.08480910211801529,46.40721130371094,0.35509178042411804,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,12,47695,342.4615783691406,0.08163774758577347,44.67683410644531,0.8798726201057434,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,13,51695,310.8705749511719,0.08481892198324203,46.346466064453125,0.8187241554260254,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,14,55695,165.46420288085938,0.08384977281093597,45.832305908203125,0.3267665505409241,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,15,59667,319.3634338378906,0.0841916874051094,46.005863189697266,-0.5790309906005859,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,16,63667,150.0083465576172,0.08220911026000977,44.94004821777344,-0.3485828638076782,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,17,67667,185.58367919921875,0.08115245401859283,44.33434295654297,0.06353572756052017,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,18,71667,296.97113037109375,0.08105187118053436,44.29396057128906,-0.5417728424072266,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,19,75667,362.89581298828125,0.08482737094163895,46.369590759277344,-0.7732464075088501,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,20,79622,375.900634765625,0.08504627645015717,46.47187042236328,-0.31764936447143555,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,21,83622,234.76246643066406,0.08427786082029343,46.046749114990234,0.8473970293998718,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,22,87622,246.59024047851562,0.08386079221963882,45.82769012451172,-0.8279528617858887,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,23,91622,205.58946228027344,0.08558445423841476,46.744869232177734,0.2644626200199127,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,24,95617,422.4317321777344,0.08252563327550888,45.08610534667969,-0.6628724932670593,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,25,99617,228.7538604736328,0.08619924634695053,47.134132385253906,0.2740863263607025,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,26,103617,208.7615966796875,0.08504083007574081,46.45408630371094,0.07595473527908325,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,27,107617,313.4598083496094,0.08127771317958832,44.36000442504883,-0.570614218711853,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,28,111617,230.1593017578125,0.08671820908784866,47.35016632080078,-0.7506635785102844,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,29,115617,251.66741943359375,0.0815354734659195,44.47103500366211,-0.40776723623275757,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,303,30,119617,173.4085235595703,0.0770009383559227,41.976417541503906,0.7864763736724854,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,0,0,172.3135528564453,0.09885860234498978,50.49690628051758,0.4554181694984436,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,1,4000,135.7102508544922,0.098829485476017,50.434471130371094,0.6305521726608276,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,2,8000,108.94833374023438,0.09655064344406128,49.41005325317383,-0.32134637236595154,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,3,12000,108.64048767089844,0.09712319821119308,49.629844665527344,-0.17755068838596344,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,4,16000,192.3099365234375,0.09615737944841385,49.171443939208984,0.17073872685432434,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,5,20000,449.0728759765625,0.09560824930667877,48.86807632446289,-0.33763402700424194,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,6,24000,301.3094482421875,0.09574530273675919,49.004920959472656,0.47881144285202026,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,7,28000,160.21807861328125,0.0955982580780983,48.942935943603516,-0.4167093336582184,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,8,32000,159.71963500976562,0.09513586014509201,48.76399230957031,0.34343957901000977,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,9,36000,218.75064086914062,0.09561260789632797,48.95341491699219,-0.07651394605636597,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,10,40000,177.0650177001953,0.09436998516321182,48.364131927490234,-0.10670127719640732,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,11,44000,99.38545227050781,0.09379063546657562,48.11439514160156,0.6687832474708557,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,12,48000,226.1573028564453,0.09400481730699539,48.18815994262695,-0.7872700095176697,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,13,52000,142.13380432128906,0.0953906923532486,48.867897033691406,-0.49940913915634155,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,14,56000,193.76953125,0.09236409515142441,47.44877624511719,-0.2766043245792389,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,15,60000,177.39474487304688,0.09310277551412582,47.811222076416016,0.535039484500885,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,16,64000,247.52178955078125,0.09146223217248917,47.069461822509766,-0.12488894909620285,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,17,68000,277.89697265625,0.09338346123695374,47.96232604980469,0.7725098133087158,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,18,72000,131.48992919921875,0.09330292046070099,47.95770263671875,-0.6046465635299683,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,19,76000,119.73222351074219,0.09299417585134506,47.73270034790039,0.40035510063171387,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,20,80000,213.10073852539062,0.09249835461378098,47.528717041015625,0.46008121967315674,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,21,84000,136.67018127441406,0.09161577373743057,47.0572395324707,-0.025620438158512115,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,22,88000,263.1339111328125,0.09188653528690338,47.24071502685547,-0.09145939350128174,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,23,92000,129.47325134277344,0.09153392165899277,46.97304153442383,-0.5741801261901855,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,24,96000,115.53658294677734,0.09093278646469116,46.73002243041992,-0.19778622686862946,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,25,100000,270.8299560546875,0.09133823215961456,46.90821075439453,-0.5072468519210815,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,26,104000,239.07476806640625,0.09116671234369278,46.821563720703125,0.6635848879814148,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,27,108000,313.2708740234375,0.0910412073135376,46.77832794189453,0.4131120443344116,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,28,112000,96.75947570800781,0.09127447009086609,46.81687545776367,-0.19659419357776642,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,29,116000,147.28713989257812,0.08992540091276169,46.22514343261719,-0.042408932000398636,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,304,30,120000,84.61502838134766,0.09254355728626251,47.558189392089844,-0.2685880959033966,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,0,0,220.29530334472656,0.12957322597503662,72.10481262207031,0.2800830900669098,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,1,4000,422.4710693359375,0.12893126904964447,71.72376251220703,0.6195935010910034,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,2,8000,298.7228088378906,0.12862244248390198,71.52022552490234,-0.17090167105197906,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,3,12000,222.2161865234375,0.12879425287246704,71.45612335205078,-0.2514839768409729,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,4,16000,208.86282348632812,0.12870728969573975,71.29947662353516,-0.675825297832489,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,5,20000,183.12123107910156,0.12826885282993317,70.97508239746094,0.3183048665523529,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,6,24000,191.10862731933594,0.12859855592250824,71.10774230957031,0.794592022895813,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,7,28000,209.7560577392578,0.12978550791740417,71.51060485839844,0.2130793184041977,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,8,32000,595.8646240234375,0.1277855783700943,70.51614379882812,-0.11613448709249496,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,9,36000,124.1957778930664,0.12641847133636475,69.91451263427734,-0.8762221932411194,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,10,40000,227.05201721191406,0.12819863855838776,70.58592224121094,0.04908006638288498,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,11,44000,371.9934997558594,0.12732882797718048,70.3053207397461,0.5423848032951355,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,12,48000,313.3741149902344,0.1280980110168457,70.48246765136719,-0.03871922567486763,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,13,52000,363.916748046875,0.12643322348594666,69.67423248291016,-0.8803213834762573,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,14,56000,338.6034851074219,0.12783244252204895,70.23413848876953,0.08061552792787552,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,15,60000,208.70474243164062,0.12673333287239075,69.71379089355469,-0.04395471513271332,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,16,64000,259.8646545410156,0.12608790397644043,69.34644317626953,0.02970167249441147,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,17,68000,342.2561340332031,0.12614810466766357,69.41228485107422,-0.15548831224441528,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,18,72000,219.52682495117188,0.12662532925605774,69.48782348632812,0.494995653629303,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,19,76000,177.18923950195312,0.12582847476005554,69.19309997558594,-0.06916556507349014,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,20,80000,329.4376220703125,0.1261199563741684,69.27477264404297,0.24127382040023804,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,21,84000,241.77105712890625,0.12819723784923553,70.2090072631836,-0.6217870116233826,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,22,88000,139.7054443359375,0.12488595396280289,68.7541732788086,0.09736478328704834,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,23,92000,252.6068115234375,0.12419256567955017,68.43824005126953,-0.402724027633667,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,24,96000,277.7323303222656,0.12289515882730484,67.74935913085938,-0.9001508951187134,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,25,100000,494.857177734375,0.1238410621881485,68.23346710205078,-0.9571459889411926,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,26,104000,352.66644287109375,0.12410488724708557,68.35401916503906,-0.6808587312698364,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,27,108000,175.5218505859375,0.1236252561211586,68.24308013916016,-0.9123932123184204,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,28,112000,385.9386901855469,0.12354066967964172,68.1432876586914,-0.2962782680988312,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,29,116000,277.29718017578125,0.1245066374540329,68.59651947021484,-0.30322265625,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,305,30,120000,91.50882720947266,0.12361854314804077,68.32376098632812,0.7735145092010498,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,0,0,415.70806884765625,0.029604775831103325,15.708776473999023,-0.13393670320510864,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,1,4000,255.01605224609375,0.030387626960873604,16.11038589477539,0.14303579926490784,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,2,8000,182.357421875,0.031862836331129074,16.877593994140625,0.6656410694122314,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,3,12000,261.8101501464844,0.03062754124403,16.261089324951172,0.647310197353363,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,4,16000,254.55056762695312,0.032449688762426376,17.193771362304688,-0.711385190486908,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,5,20000,192.94105529785156,0.03040636144578457,16.154462814331055,0.549150288105011,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,6,24000,244.1304168701172,0.028985045850276947,15.436707496643066,0.18506687879562378,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,7,28000,435.60015869140625,0.033769287168979645,17.878509521484375,-0.51348876953125,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,8,32000,168.79312133789062,0.03196650370955467,16.97470474243164,0.34957537055015564,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,9,36000,198.5609588623047,0.03122282773256302,16.594051361083984,-0.32012373208999634,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,10,40000,461.84210205078125,0.030578503385186195,16.25867462158203,0.4165245294570923,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,11,44000,348.56451416015625,0.030535364523530006,16.239227294921875,0.6680822372436523,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,12,48000,339.91473388671875,0.027683863416314125,14.779010772705078,0.7563328742980957,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,13,52000,292.7530822753906,0.03152356296777725,16.695785522460938,0.3166220784187317,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,14,56000,252.8153839111328,0.03306236118078232,17.495073318481445,-0.16832657158374786,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,15,60000,195.07333374023438,0.028373319655656815,15.10706901550293,0.6867408752441406,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,16,64000,152.6419677734375,0.03402186930179596,18.033021926879883,0.07295726239681244,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,17,68000,170.50332641601562,0.02913019433617592,15.506120681762695,-0.07056351751089096,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,18,72000,312.4620361328125,0.028506578877568245,15.169986724853516,0.41268420219421387,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,19,76000,323.27764892578125,0.0301150381565094,15.989381790161133,0.6168252229690552,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,20,80000,120.8894271850586,0.02874799631536007,15.293201446533203,0.4976343810558319,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,21,84000,231.6573486328125,0.030165106058120728,16.01280403137207,-0.3175610303878784,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,22,88000,320.344482421875,0.028909198939800262,15.368775367736816,0.06052865460515022,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,23,92000,248.1338653564453,0.031439051032066345,16.675132751464844,-0.699702799320221,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,24,96000,230.0099334716797,0.03118692710995674,16.515901565551758,-0.3594072163105011,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,25,100000,213.90707397460938,0.027560042217373848,14.686264991760254,-0.4906320571899414,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,26,104000,76.00961303710938,0.02775079384446144,14.774553298950195,0.022862693294882774,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,27,108000,279.8699645996094,0.029280278831720352,15.512872695922852,-0.2065420150756836,True,0.0
gpomdp_entropy_fixed,gpomdp_entropy_fixed,306,28,112000,77.42765808105469,0.02801636978983879,14.920445442199707,-0.6093710064888,True,0.0
